Cluster_Topic_Id,Keywords_Cluster_KeyBert,Count_Posts_Facebook,Count_Unique_User_Id_Facebook,Set_User_Id_Facebook,Count_Posts_Instagram,Count_Unique_User_Id_Instagram,Set_User_Id_Instagram,Count_Posts_YouTube,Count_Unique_User_Id_YouTube,Set_User_Id_YouTube,Count_Posts_Twitter,Count_Unique_User_Id_Twitter,Set_User_Id_Twitter,Count_Posts_Telegram,Count_Unique_User_Id_Telegram,Set_User_Id_Telegram,Count_Unique_Cluster_User_Id,Count_Cluster_Posts,Original_Count(To_verify)
15,"['donate ctct', 'ctct', 'visit donate', 'rely donations', 'donation', 'donate', 'texting ctct', '10 donations', 'donations', 'donate today']",3,3,"{'100064780806084', '100064334843765', '100093402830207'}",48,16,"{'31106924641', '6672372001', '12586824588', '42773412485', '37421360', '34324366', '3233035848', '225193095', '18268291', '3017824962', '426930934', '8554101042', '5850406045', '3195918348', '5349682054', '383088475'}",8,8,"{'X3t7EhGhG8g', 'esyot28ZrhY', 'xRmQGleqfH8', 'hsPMCa8VKxo', 'WkcsnAny4Cw', 'Sn9Fz0Y54a8', 'HGEpyE2wYnE', 'JVElfuSaghM'}",169,23,"{'137124405', '1120324746', '19444865', '2898149812', '19397942', '529334800', '25573213', '50654477', '280044075', '2798759391', '16729099', '1126977006', '1045542522', '83609765', '19668491', '2161362860', '926482707932241920', '3241784956', '72198806', '21372665', '1061677761012662274', '1196503896073670656', '23478246'}",0,0,set(),50,228,228
11,"['aditya_daily_online_trading_mone', 'successfully investment', 'trading investment', 'deposit', 'paytm', 'investment', 'bank transfer', 'online trading', 'zero_to_sr_stocks_gap_up_trading', 'invest']",0,0,set(),0,0,set(),1,1,{'cGMpQ6QjeNY'},0,0,set(),220,20,"{'https://telemetr.io/en/channels/2022133331-J3xatLcc6cc2MzVl', 'https://telemetr.io/en/channels/1568629614-zero_to_sr_stocks_gap_up_trading', 'https://telemetr.io/en/channels/1290946519-B6vuPq7yLCo2NDcy', 'https://telemetr.io/en/channels/1602236777-pm_small_trader_sb', 'https://telemetr.io/en/channels/2085966008', 'https://telemetr.io/en/channels/1314487694-ninja_calls1', 'https://telemetr.io/en/channels/1950542560-indian_trader_maker_money_craypt', 'https://telemetr.io/en/channels/2043834545-0Rm0oHoCWIYxMjhl', 'https://telemetr.io/en/channels/2035051617-tradewithsunil_sunil', 'https://telemetr.io/en/channels/1649515844-C4hlhgZyHZFhYTc1', 'https://telemetr.io/en/channels/1758511151', 'https://telemetr.io/en/channels/1824332209-gamechanger_calls_trader_bnf', 'https://telemetr.io/en/channels/1971103269', 'https://telemetr.io/en/channels/1668197879-daily_help_trading_easy_earn_mon', 'https://telemetr.io/en/channels/2110588598-mr_scalper_scalping_world_0', 'https://telemetr.io/en/channels/1568629614-colour_trading_tiranga', 'https://telemetr.io/en/channels/2113852936-twkofficial79_trade', 'https://telemetr.io/en/channels/1666331937-ivBz6adD3Sg2ZWM1', 'https://telemetr.io/en/channels/1839914997', 'https://telemetr.io/en/channels/1661596376-rajasthan_patrika_epaperz'}",21,221,221
10,"['ads', 'telegram', 'ads photo', 'tokens', 'market', 'crypto', 'calls ads', 'token', 'exchanges', 'profit']",1,1,{'100064662074910'},0,0,set(),20,20,"{'8hwbl-lZBJo', 'SPfryeVGE5o', 'azO0rnLCgTI', 'kbqT_LBjTGU', '7PbY2gJlzyg', 'elcOQ8HVDSg', 'QPQoeXTcFBQ', 'Jc5QEaS4c4M', 'XEASojwUbjk', 'O3_QdRC4C1U', 'XLOAe8vsoes', 'vrj08rX7lsE', 'LKv4NX1CwBg', '_OvUBcST-U0', '1tbEjE1tsTw', 'ZXy3u8EkswE', 'wGN-25bpPQ8', 'wgGl3fYHx_I', '7nYEpSMm18E', 'VDY2eeZZjmU'}",10,8,"{'284845544', '41905308', '1355164945323683841', '1138686955544371200', '1275666149510963202', '1443642477043494915', '2260491445', '1393233232699789316'}",181,14,"{'https://telemetr.io/en/channels/1568629614-zero_to_sr_stocks_gap_up_trading', 'https://telemetr.io/en/channels/1971103269', 'https://telemetr.io/en/channels/2110588598-mr_scalper_scalping_world_0', 'https://telemetr.io/en/channels/1938798522-merlionchannel', 'https://telemetr.io/en/channels/1290946519-B6vuPq7yLCo2NDcy', 'https://telemetr.io/en/channels/1839282843-l66C_w7N5Ww0NWU1', 'https://telemetr.io/en/channels/1566703919-frogycalls', 'https://telemetr.io/en/channels/1314487694-ninja_calls1', 'https://telemetr.io/en/channels/2012943229-fightposting', 'https://telemetr.io/en/channels/1568629614-colour_trading_tiranga', 'https://telemetr.io/en/channels/1928455557-wolftrader31', 'https://telemetr.io/en/channels/2082561005-fxrwtx', 'https://telemetr.io/en/channels/2104320140-crypto_astral_gem', 'https://telemetr.io/en/channels/1649515844-C4hlhgZyHZFhYTc1'}",43,212,212
7,"['donate blood', 'blood donation', 'life donate', 'donating', 'donate', 'donor', 'red cross', 'donors', 'donation', 'donation team']",2,2,"{'100064823613261', '100050225240833'}",13,9,"{'31106924641', '6672372001', '12586824588', '42773412485', '34324366', '225193095', '18268291', '8554101042', '3195918348'}",1,1,{'93w_4CmCUQg'},182,27,"{'298744875', '816282120767291392', '781082881137311744', '907847521556471813', '937425368', '19397942', '1002973057726779398', '153805750', '388500413', '964793138408804352', '106438553', '770678672', '1434855791308193796', '16898857', '19668491', '81820835', '116987275', '116776616', '1161107215', '1855694533', '54203535', '44159391', '887004684938084354', '210821882', '1444969310', '72056536', '454138567'}",0,0,set(),39,198,198
27,"['風口腳踏師 學習緊rosscameron', '學習緊rosscameron', 'hs 風口腳踏師', '風口腳踏師', '𝘾𝙊𝙈𝙋𝘼𝙉𝙔 photo', 'photo unavailable', 'calls photo', '𝐑𝐢𝐜𝐡 𝐏𝐥𝐚𝐜𝐞', 'ኢትዮጵያን ኢሉሚናቴ', 'ኢሉሚናቴ ማህበር']",0,0,set(),2,1,{'8554101042'},0,0,set(),2,2,"{'301520162', '1304447544576167942'}",188,46,"{'https://telemetr.io/en/channels/1755852445-mjj_emby', 'https://telemetr.io/en/channels/1719646875-muefaco', 'https://telemetr.io/en/channels/1406785552-picsart33', 'https://telemetr.io/en/channels/1938798522-merlionchannel', 'https://telemetr.io/en/channels/1870713804-TzhVEnVepbE2ZWU6', 'https://telemetr.io/en/channels/1690321551-vtp777', 'https://telemetr.io/en/channels/1418573241-alehssan_serial', 'https://telemetr.io/en/channels/1290946519-B6vuPq7yLCo2NDcy', 'https://telemetr.io/en/channels/1434702982-amoozeshe_tebe_sonati', 'https://telemetr.io/en/channels/2085966008', 'https://telemetr.io/en/channels/1917009939-drip_star', 'https://telemetr.io/en/channels/1314487694-ninja_calls1', 'https://telemetr.io/en/channels/1928455557-wolftrader31', 'https://telemetr.io/en/channels/1368023217-angelheartinfo', 'https://telemetr.io/en/channels/1417888931', 'https://telemetr.io/en/channels/1649515844-C4hlhgZyHZFhYTc1', 'https://telemetr.io/en/channels/1134669863-doctorfasil', 'https://telemetr.io/en/channels/2128682650', 'https://telemetr.io/en/channels/1971103269', 'https://telemetr.io/en/channels/2110588598-mr_scalper_scalping_world_0', 'https://telemetr.io/en/channels/1513284193-a5h8wNlNQAM1NTNk', 'https://telemetr.io/en/channels/1577177753-SrOy25rx6kU1M2My', 'https://telemetr.io/en/channels/1159080297-egurudigital', 'https://telemetr.io/en/channels/1513088507-bainianzhenxiang', 'https://telemetr.io/en/channels/1321787949-gsbykrati', 'https://telemetr.io/en/channels/1850318892-audio_kitobxonam', 'https://telemetr.io/en/channels/2050808836-hzaze_sporat1', 'https://telemetr.io/en/channels/1077871781-simorgh_ecotourism', 'https://telemetr.io/en/channels/1799171443-agentofficiel', 'https://telemetr.io/en/channels/2104320140-crypto_astral_gem', 'https://telemetr.io/en/channels/1037828450-renaissancetranslate', 'https://telemetr.io/en/channels/1455376707-munavvar_opa_tajvid', 'https://telemetr.io/en/channels/1643834710', 'https://telemetr.io/en/channels/1785905709', 'https://telemetr.io/en/channels/1013922832-parentingibutangguhpit', 'https://telemetr.io/en/channels/1944142841-khartoummagbara', 'https://telemetr.io/en/channels/1839282843-l66C_w7N5Ww0NWU1', 'https://telemetr.io/en/channels/1361657579-casandooverbo', 'https://telemetr.io/en/channels/1497691084-e4KhI-0onLMzYTEy', 'https://telemetr.io/en/channels/2012943229-fightposting', 'https://telemetr.io/en/channels/1008214019-fardinalikhah', 'https://telemetr.io/en/channels/1312217947-helixstockhchannel', 'https://telemetr.io/en/channels/1145417772-nonstopfiction', 'https://telemetr.io/en/channels/1186746035-gkparveenudan', 'https://telemetr.io/en/channels/1526292281-ahri_calls', 'https://telemetr.io/en/channels/1662119360'}",49,192,192
59,"['camp oty', 'support girls', 'donate bbbs', 'donate today', 'donate help', 'oty okwa', 'donate', 'saturday donate', 'donate online', 'donate big']",5,5,"{'100069414919882', '100057476348510', '100064786926837', '100038066414007', '100063653525036'}",48,17,"{'31106924641', '6672372001', '12586824588', '42773412485', '37421360', '34324366', '3233035848', '225193095', '18268291', '3017824962', '62473909178', '426930934', '8554101042', '5850406045', '3195918348', '5349682054', '383088475'}",0,0,set(),134,28,"{'191445463', '82359475', '91416716', '19379076', '2898149812', '72565586', '25573213', '153805750', '491444555', '2798759391', '16729099', '1126977006', '770678672', '214380911', '83609765', '19736257', '335921177', '39766020', '20106770', '926482707932241920', '2903285195', '54203535', '44159391', '72198806', '34065272', '1196503896073670656', '127851451', '183796269'}",0,0,set(),50,187,187
33,"['animalrescuehyderabad straysofhyderabad', 'rescuebirds hyderabadrescues', 'hyderabad', 'animalsupporters animalrescuehyderabad', 'pfahyderabad animalsmeannoharm', 'hyderabadrescues', 'rain helpanimals', 'rescue animalsupporters', 'pfahyderabad', 'pfahyderabad birds']",3,3,"{'100091307329213', '61550754151327', '100064711809212'}",156,12,"{'7545848711', '48311043260', '40138370214', '490660973', '5622413587', '64053909150', '527117560', '409347718', '7385649383', '3521287788', '4618303837', '5481419375'}",11,11,"{'ijSzyobXT6Q', '6oUfinGfGQw', 'dsI1HuKbrog', 'a0L0iRiJhkM', 'qPA0YcdgdT0', 'QMbWE69wjUU', '4JAir-uJ_kw', 'dgu0RSNyDUE', '_P3MxRLH3Ec', 'beurKPCr1Ys', '1GG6FwRlq1o'}",1,1,{'1509592296'},9,2,"{'https://telemetr.io/en/channels/1513284193-a5h8wNlNQAM1NTNk', 'https://telemetr.io/en/channels/1134669863-doctorfasil'}",29,180,180
31,"['luxuryfashion thriftvendors', 'thrift luxuryfashion', 'vintagestyle okirika', 'jumpsuits onlinethriftstore', 'preloved vintagestyle', 'thriftvendors secondhand', 'request thrift', 'charityshop charityshopfinds', 'thrift', 'thriftvendors']",0,0,set(),178,16,"{'220258927', '31106924641', '6672372001', '12586824588', '42773412485', '34324366', '225193095', '18268291', '13800157', '221350391', '199805942', '8554101042', '3195918348', '10723109', '311326714', '50758863013'}",0,0,set(),1,1,{'1383921575615885314'},0,0,set(),17,179,179
37,"['parveen udaan', 'analytics jun', 'analytics gk', 'analytics rowsan', 'gk parveen', 'rowsan tiranga', 'udaan', '11 analytics', 'analytics', 'parveen']",0,0,set(),0,0,set(),0,0,set(),1,1,{'1049465747653582848'},161,32,"{'https://telemetr.io/en/channels/2022133331-J3xatLcc6cc2MzVl', 'https://telemetr.io/en/channels/1719646875-muefaco', 'https://telemetr.io/en/channels/1690321551-vtp777', 'https://telemetr.io/en/channels/1602236777-pm_small_trader_sb', 'https://telemetr.io/en/channels/1957510026-yaxshilikga', 'https://telemetr.io/en/channels/2085966008', 'https://telemetr.io/en/channels/1564349671-kreginaaaa', 'https://telemetr.io/en/channels/1314487694-ninja_calls1', 'https://telemetr.io/en/channels/1928455557-wolftrader31', 'https://telemetr.io/en/channels/2082561005-fxrwtx', 'https://telemetr.io/en/channels/1649515844-C4hlhgZyHZFhYTc1', 'https://telemetr.io/en/channels/1464281158-geoshow', 'https://telemetr.io/en/channels/1026486910-foodira', 'https://telemetr.io/en/channels/2092883255-rowsantiranga', 'https://telemetr.io/en/channels/1605361849-meankeen', 'https://telemetr.io/en/channels/1971103269', 'https://telemetr.io/en/channels/1448828405-leaders_official', 'https://telemetr.io/en/channels/1513284193-a5h8wNlNQAM1NTNk', 'https://telemetr.io/en/channels/1351220173-bratchuk_sergey', 'https://telemetr.io/en/channels/1658118535-losevlive', 'https://telemetr.io/en/channels/1618329606-egorikvtge', 'https://telemetr.io/en/channels/1915733999-bekcorem', 'https://telemetr.io/en/channels/1321787949-gsbykrati', 'https://telemetr.io/en/channels/1850318892-audio_kitobxonam', 'https://telemetr.io/en/channels/1799171443-agentofficiel', 'https://telemetr.io/en/channels/1013922832-parentingibutangguhpit', 'https://telemetr.io/en/channels/1839282843-l66C_w7N5Ww0NWU1', 'https://telemetr.io/en/channels/1361657579-casandooverbo', 'https://telemetr.io/en/channels/1497691084-e4KhI-0onLMzYTEy', 'https://telemetr.io/en/channels/2012943229-fightposting', 'https://telemetr.io/en/channels/1186746035-gkparveenudan', 'https://telemetr.io/en/channels/1662119360'}",33,162,162
49,"['studentsgivingback thank', 'studentsgivingback', 'donation wish', 'gratitude', 'students staff', 'recent donation', 'thankyouthursday', 'students', 'school students', 'campus']",1,1,{'61553480295605'},122,19,"{'12586824588', '37421360', '426930934', '221350391', '311326714', '383088475', '62473909178', '220258927', '13800157', '42773412485', '199805942', '5850406045', '3195918348', '10723109', '50758863013', '18268291', '3017824962', '3233035848', '5349682054'}",0,0,set(),34,17,"{'1045542522', '704723372', '25573213', '335921177', '210821882', '1478304398', '1049465747653582848', '50654477', '1120324746', '116987275', '76366594', '571025499', '2764572990', '91416716', '1855694533', '1196503896073670656', '244112880'}",1,1,{'https://telemetr.io/en/channels/1290946519-B6vuPq7yLCo2NDcy'},38,158,158
16,"['humanecanada', 'humane society', 'animal welfare', 'spca', 'humane', 'charities', 'humanesociety', 'ontario', 'animaladvocates', 'animalsupporters']",0,0,set(),146,14,"{'7545848711', '48311043260', '40138370214', '490660973', '5622413587', '64053909150', '4618303837', '527117560', '42773412485', '409347718', '7385649383', '3521287788', '8554101042', '5481419375'}",0,0,set(),2,1,{'1478304398'},0,0,set(),15,148,148
14,"['2022 tax', 'tax reliefs', 'tax relief', 'relief 2022', 'income tax', 'personal tax', 'taxpayers', 'taxes', 'expenses', 'malaysia']",0,0,set(),144,23,"{'7545848711', '48311043260', '188530008', '3179360396', '3521287788', '40138370214', '490660973', '409347718', '3311889252', '4618303837', '25142358624', '1686365270', '45362928008', '64053909150', '197579536', '56263569411', '46160568072', '5622413587', '527117560', '7385649383', '8977038079', '5567130125', '5481419375'}",0,0,set(),1,1,{'4150848041'},1,1,{'https://telemetr.io/en/channels/1513284193-a5h8wNlNQAM1NTNk'},25,146,146
39,"['charityorganisationsinindia', 'charity fundraising', 'charity donation', 'charity', 'donation', 'donate online', 'donate', 'nonprofitlife', '2548483 donate', 'volunteerism']",22,16,"{'100064974183090', '100063997687698', '100068058084421', '100065484159202', '100064343785973', '100044659353777', '100063560321220', '100081967609416', '100064764786885', '100066376796459', '100050225240833', '100065037602212', '100064558817741', '100066718004130', '100064872333293', '100044336144185'}",44,9,"{'31106924641', '6672372001', '12586824588', '42773412485', '34324366', '225193095', '18268291', '8554101042', '3195918348'}",9,9,"{'hScv1OKvQkg', '5-wkLHfezQQ', '-5m-kR346r4', 'HhiG42i52Vk', 'ijskRqwP6hM', '0T-T3TrbEQc', 'EeVF208C36s', 'kdKAd6S31s0', 'stnhKHP2OoI'}",62,7,"{'3241784956', '1049465747653582848', '82359475', '1002973057726779398', '1275666149510963202', '3246140250', '907847521556471813'}",3,3,"{'https://telemetr.io/en/channels/1649515844-C4hlhgZyHZFhYTc1', 'https://telemetr.io/en/channels/1134669863-doctorfasil', 'https://telemetr.io/en/channels/1013922832-parentingibutangguhpit'}",44,140,140
43,"['charity initiative', 'charity', 'studentsgivingback communityimpact', 'volunteerism', 'touching lives', 'annual charity', 'studentsgivingback', 'caringcommunity', 'mental health', 'fundraising']",6,6,"{'100064046648934', '100079290557510', '100071881668163', '100081967609416', '100046308295721', '100064456911668'}",113,13,"{'12586824588', '42773412485', '37421360', '3233035848', '62473909178', '18268291', '3017824962', '426930934', '8554101042', '5850406045', '3195918348', '5349682054', '383088475'}",3,3,"{'SgM0AjwioHI', 'S4OtlZZOczA', 'jc-sIB3fa2w'}",16,11,"{'19397942', '54203535', '83609765', '1509592296', '19736257', '25573213', '153805750', '50654477', '21372665', '926482707932241920', '146115076'}",0,0,set(),33,138,138
19,"['charitywork', 'charity charityshop', 'charity shop', 'charityshop charity', 'volunteering', 'charityshopping', 'charityshop', 'charityretailers', 'charity', 'charity shops']",1,1,{'100055948034259'},126,18,"{'220258927', '383088475', '12586824588', '42773412485', '37421360', '3233035848', '62473909178', '3017824962', '13800157', '426930934', '221350391', '199805942', '8554101042', '5850406045', '10723109', '311326714', '5349682054', '50758863013'}",0,0,set(),7,6,"{'19397942', '211371663', '29561493', '210821882', '1478304398', '122068746'}",0,0,set(),25,134,134
60,"['foodbank', 'meal donated', 'donations monday', 'donates food', 'donations charity', 'charity help', 'awareness donations', 'donations', 'charity', 'grocery drive']",3,3,"{'100063922189874', '100071050310392', '100064510427252'}",57,13,"{'12586824588', '42773412485', '37421360', '3233035848', '62473909178', '18268291', '3017824962', '426930934', '8554101042', '5850406045', '3195918348', '5349682054', '383088475'}",0,0,set(),72,27,"{'74464632', '337931779', '1120324746', '29334354', '99182109', '2764572990', '704723372', '72565586', '1275666149510963202', '2352467130', '16729099', '83609765', '19736257', '1356545831487340545', '76366594', '768137317504647168', '926482707932241920', '2903285195', '32837201', '54203535', '744697586', '1478304398', '122068746', '1196503896073670656', '96746102', '550529673', '183796269'}",1,1,{'https://telemetr.io/en/channels/1026486910-foodira'},44,133,133
30,"['olympics texas', 'special olympics', 'support athletes', 'donate', 'donate thanks', 'donated', 'donation', 'tuesday donation', 'tx', 'schedule donation']",2,2,"{'100063593378407', '100034872076843'}",20,17,"{'31106924641', '6672372001', '12586824588', '42773412485', '37421360', '34324366', '3233035848', '225193095', '18268291', '3017824962', '62473909178', '426930934', '8554101042', '5850406045', '3195918348', '5349682054', '383088475'}",1,1,{'1uAH6HEXlwc'},108,20,"{'1383921575615885314', '298744875', '877807935493033984', '1120324746', '729168722', '4026518639', '29334354', '1509592296', '25573213', '2956363464', '1045542522', '16729099', '55261930', '1650936331365654536', '19736257', '571025499', '1855694533', '926482707932241920', '2903285195', '34065272'}",0,0,set(),40,131,131
50,"['donation drive', 'donation drives', 'donation tax', 'donation days', 'nonprofit 501c3', 'donation', 'donations fanladen', 'donations', 'community donation', 'future donation']",2,1,{'100063663338645'},31,9,"{'31106924641', '6672372001', '12586824588', '42773412485', '34324366', '225193095', '18268291', '8554101042', '3195918348'}",2,2,"{'lCMg41iC0JY', 'pIG-NBNZMCc'}",96,27,"{'298744875', '816282120767291392', '137124405', '82359475', '729168722', '29334354', '91416716', '2764572990', '19379076', '41905308', '25573213', '1275666149510963202', '2798759391', '16729099', '1045542522', '797882673599365121', '335921177', '1161107215', '1855694533', '2903285195', '54203535', '276124925', '210821882', '1478304398', '801570646157393920', '1196503896073670656', '550529673'}",0,0,set(),39,131,131
48,"['donations donationsneeded', 'donationsneeded', 'donate donations', 'donating', 'artists', 'charity partner', 'charityshopfinds', 'charityshopfinds charityshopfind', 'artist', 'charityshop charityshopfinds']",1,1,{'100079067276688'},122,24,"{'12586824588', '37421360', '426930934', '221350391', '311326714', '383088475', '62473909178', '220258927', '31106924641', '13800157', '42773412485', '34324366', '199805942', '8554101042', '5850406045', '3195918348', '10723109', '50758863013', '6672372001', '225193095', '18268291', '3017824962', '3233035848', '5349682054'}",3,3,"{'4Z3kHDCBWYE', 'z-vFcb8CJkQ', '-rATcWut4Xk'}",4,4,"{'832997779', '1049465747653582848', '25573213', '1045542522'}",0,0,set(),32,130,130
57,"['money firefighters999', 'raise funds', 'firefighters999', 'kind donations', 'donations', 'thank donations', 'raise money', 'donate fundraising', 'charity donations', 'firefighters']",15,7,"{'100083046505303', '100087645281879', '100063787112239', '100009926535557', '100063549491737', '100064752127301', '100064622834564'}",15,8,"{'220258927', '12586824588', '42773412485', '18268291', '13800157', '8554101042', '3195918348', '50758863013'}",1,1,{'QpcmSKtCa5c'},95,22,"{'298744875', '589883314', '4026518639', '244112880', '183796269', '19397942', '704723372', '2561307852', '529334800', '25573213', '153805750', '823893227216470016', '4132926754', '935173663174905856', '20106770', '76366594', '72198806', '233021404', '72056536', '52406934', '96746102', '145973349'}",0,0,set(),38,126,126
20,"['texas firefighters', 'firefighters agility', 'grey donation', 'challenge donate', 'firefighters', 'donation', 'irving citizens', 'irving tx', 'agility challenge', 'blvd irving']",0,0,set(),0,0,set(),0,0,set(),125,3,"{'1126977006', '2903285195', '25686165'}",0,0,set(),3,125,125
29,"['waterfront', 'madison community', 'nonprofit charity', 'madison', 'lakes', 'community nonprofitorganization', 'nonprofit', 'nonprofitorganization', 'fund community', 'community foundation']",1,1,{'100064756775864'},19,9,"{'31106924641', '6672372001', '12586824588', '42773412485', '34324366', '225193095', '18268291', '8554101042', '3195918348'}",5,5,"{'qLkw-CS9FQE', '2NdYVt-JMLc', 'idUwnvUlotw', 'GsVSmSZ1PzE', 'lNNyaD4zArE'}",100,12,"{'83609765', '211371663', '2561307852', '19736257', '335921177', '50654477', '823893227216470016', '1120324746', '491444555', '91416716', '937425368', '1196503896073670656'}",0,0,set(),27,125,125
