Cluster_Topic_Id,Keywords_Cluster_KeyBert,Count_Posts_Facebook,Count_Unique_User_Id_Facebook,Set_User_Id_Facebook,Count_Posts_Instagram,Count_Unique_User_Id_Instagram,Set_User_Id_Instagram,Count_Posts_YouTube,Count_Unique_User_Id_YouTube,Set_User_Id_YouTube,Count_Posts_Twitter,Count_Unique_User_Id_Twitter,Set_User_Id_Twitter,Count_Posts_Telegram,Count_Unique_User_Id_Telegram,Set_User_Id_Telegram,Count_Unique_Cluster_User_Id,Count_Cluster_Posts,Original_Count(To_verify)
24,"['братчук photo', 'photo unavailable', 'видео', 'unavailable telegram', 'народецкая', 'ткачук личный', 'канале', 'парс фоны', 'личный блог', 'канал']",0,0,set(),0,0,set(),0,0,set(),0,0,set(),124,51,"{'https://telemetr.io/en/channels/1662119360', 'https://telemetr.io/en/channels/1370252297-mogilkomarina', 'https://telemetr.io/en/channels/1787456164-psycho_pharmacologist', 'https://telemetr.io/en/channels/2009303448-wylsacomredss', 'https://telemetr.io/en/channels/1366346975-oleg_blokhin', 'https://telemetr.io/en/channels/1872614580-postgloss', 'https://telemetr.io/en/channels/1957510026-yaxshilikga', 'https://telemetr.io/en/channels/1645242744-pLaGk2I2B9k4ZmFk', 'https://telemetr.io/en/channels/1564349671-kreginaaaa', 'https://telemetr.io/en/channels/1570229294', 'https://telemetr.io/en/channels/1399529584-raevskiy_live', 'https://telemetr.io/en/channels/2082561005-fxrwtx', 'https://telemetr.io/en/channels/1003740416-kashinguru', 'https://telemetr.io/en/channels/1417888931', 'https://telemetr.io/en/channels/1464281158-geoshow', 'https://telemetr.io/en/channels/1881979256-netvoyotelo', 'https://telemetr.io/en/channels/2053691738-LgJAF2mBzuk0NjFi', 'https://telemetr.io/en/channels/1123885332-parslivres', 'https://telemetr.io/en/channels/2111383659-sbFnAG-Jly9mNzky', 'https://telemetr.io/en/channels/1970700242-b8zzaJ-AxL81NTgy', 'https://telemetr.io/en/channels/1304726139-potomstvenniy', 'https://telemetr.io/en/channels/1317068049-geography_trophy', 'https://telemetr.io/en/channels/2075893577-kL15bT-V8yw4ZDgy', 'https://telemetr.io/en/channels/1409634396-daragan_konstantin', 'https://telemetr.io/en/channels/1539288756-igor_medov', 'https://telemetr.io/en/channels/1616738774-slavicrod', 'https://telemetr.io/en/channels/1676791446-letrachetllllll', 'https://telemetr.io/en/channels/1978105560-UGluPffN_lUyN2Iy', 'https://telemetr.io/en/channels/1577177753-SrOy25rx6kU1M2My', 'https://telemetr.io/en/channels/1351220173-bratchuk_sergey', 'https://telemetr.io/en/channels/1658118535-losevlive', 'https://telemetr.io/en/channels/1377890818-region_61', 'https://telemetr.io/en/channels/1618329606-egorikvtge', 'https://telemetr.io/en/channels/1620872121-ariXUT5g26oxN2Q6', 'https://telemetr.io/en/channels/2080276403-cryptodiaryx', 'https://telemetr.io/en/channels/1405457386-nablydateli', 'https://telemetr.io/en/channels/1292866766-volodymyrzolkin', 'https://telemetr.io/en/channels/1594077173-jeHQvBFlNdA0ZDA0', 'https://telemetr.io/en/channels/1607782593-tkachuk_aliaksey', 'https://telemetr.io/en/channels/1594606318-lenina1977', 'https://telemetr.io/en/channels/2075709730-Pnjsm0UjkLY3ZGMy', 'https://telemetr.io/en/channels/1988832522', 'https://telemetr.io/en/channels/1863236574-eSi2JMyB4XkyZDgy', 'https://telemetr.io/en/channels/1361657579-casandooverbo', 'https://telemetr.io/en/channels/1497691084-e4KhI-0onLMzYTEy', 'https://telemetr.io/en/channels/1751115727-vnotebook31', 'https://telemetr.io/en/channels/1801404831-kinofromirm', 'https://telemetr.io/en/channels/1462667851-persdag', 'https://telemetr.io/en/channels/1145417772-nonstopfiction', 'https://telemetr.io/en/channels/1189243412-mihaylets_pro', 'https://telemetr.io/en/channels/1479053226-kuzma671games3'}",51,124,124
51,"['munavvar opa', 'opa darslari', 'munavvar', 'darslari', 'الخرطوم مقبرة', 'analytics munavvar', 'فردین علیخواه', 'مقبرة الجنجويد', '12 video', 'علیخواه']",0,0,set(),0,0,set(),2,2,"{'ZRZ5MSKFHjA', 'gRJjpJABT38'}",1,1,{'3246140250'},120,31,"{'https://telemetr.io/en/channels/2022133331-J3xatLcc6cc2MzVl', 'https://telemetr.io/en/channels/1579314312-drsaramirjamali', 'https://telemetr.io/en/channels/1690321551-vtp777', 'https://telemetr.io/en/channels/1290946519-B6vuPq7yLCo2NDcy', 'https://telemetr.io/en/channels/1396433804-fatimakhadueva369', 'https://telemetr.io/en/channels/1957510026-yaxshilikga', 'https://telemetr.io/en/channels/1564349671-kreginaaaa', 'https://telemetr.io/en/channels/1928455557-wolftrader31', 'https://telemetr.io/en/channels/1649515844-C4hlhgZyHZFhYTc1', 'https://telemetr.io/en/channels/1464281158-geoshow', 'https://telemetr.io/en/channels/1026486910-foodira', 'https://telemetr.io/en/channels/2128682650', 'https://telemetr.io/en/channels/1971103269', 'https://telemetr.io/en/channels/1577177753-SrOy25rx6kU1M2My', 'https://telemetr.io/en/channels/1351220173-bratchuk_sergey', 'https://telemetr.io/en/channels/1618329606-egorikvtge', 'https://telemetr.io/en/channels/1213346929-explosivemikechannel', 'https://telemetr.io/en/channels/1915733999-bekcorem', 'https://telemetr.io/en/channels/1321787949-gsbykrati', 'https://telemetr.io/en/channels/1850318892-audio_kitobxonam', 'https://telemetr.io/en/channels/1799171443-agentofficiel', 'https://telemetr.io/en/channels/1849286586-akhmad1408', 'https://telemetr.io/en/channels/1037828450-renaissancetranslate', 'https://telemetr.io/en/channels/1455376707-munavvar_opa_tajvid', 'https://telemetr.io/en/channels/1643834710', 'https://telemetr.io/en/channels/1013922832-parentingibutangguhpit', 'https://telemetr.io/en/channels/1944142841-khartoummagbara', 'https://telemetr.io/en/channels/2012943229-fightposting', 'https://telemetr.io/en/channels/1008214019-fardinalikhah', 'https://telemetr.io/en/channels/1312217947-helixstockhchannel', 'https://telemetr.io/en/channels/1526292281-ahri_calls'}",34,123,123
21,"['ticketdonation rosecityriveters', 'rosecityriveters org', 'ticket exchange', 'tix ticketdonation', 'rosecityriveters', 'admission tickets', 'tickets', 'fanladen open', 'ticketdonation', 'rosecityriveters dot']",1,1,{'100063663338645'},5,4,"{'12586824588', '18268291', '3195918348', '42773412485'}",0,0,set(),114,11,"{'54203535', '240813683', '25573213', '16898857', '210821882', '1478304398', '801570646157393920', '50654477', '2956363464', '1045542522', '2903285195'}",1,1,{'https://telemetr.io/en/channels/1290946519-B6vuPq7yLCo2NDcy'},17,121,121
17,"['scooby', 'australian shepherd', 'furry friends', 'puppy', 'husky', 'dog', 'cats', 'oakley', 'loves cuddle', 'teddy bear']",4,3,"{'100064310545258', '100064637861617', '100064911631445'}",116,20,"{'7545848711', '48311043260', '221350391', '311326714', '3521287788', '220258927', '40138370214', '490660973', '409347718', '13800157', '4618303837', '64053909150', '199805942', '8554101042', '10723109', '50758863013', '5622413587', '527117560', '7385649383', '5481419375'}",0,0,set(),0,0,set(),0,0,set(),23,120,120
18,"['брайн мапс', 'балдежин', 'на блек', 'капитан балдежин', 'брайн', 'спасибо', 'блек', 'мапс', 'правда', 'народа']",0,0,set(),0,0,set(),0,0,set(),0,0,set(),120,44,"{'https://telemetr.io/en/channels/1268948165-aimansuwaid', 'https://telemetr.io/en/channels/1662119360', 'https://telemetr.io/en/channels/1370252297-mogilkomarina', 'https://telemetr.io/en/channels/1832102868', 'https://telemetr.io/en/channels/1870713804-TzhVEnVepbE2ZWU6', 'https://telemetr.io/en/channels/2009303448-wylsacomredss', 'https://telemetr.io/en/channels/1366346975-oleg_blokhin', 'https://telemetr.io/en/channels/1739117669-bralnm7ps', 'https://telemetr.io/en/channels/1957510026-yaxshilikga', 'https://telemetr.io/en/channels/1917009939-drip_star', 'https://telemetr.io/en/channels/1645242744-pLaGk2I2B9k4ZmFk', 'https://telemetr.io/en/channels/1696487516-f6I6tjtIlMcyM2Q6', 'https://telemetr.io/en/channels/2082561005-fxrwtx', 'https://telemetr.io/en/channels/1003740416-kashinguru', 'https://telemetr.io/en/channels/1767094758-W0FkOTBat5k4NGRi', 'https://telemetr.io/en/channels/1417888931', 'https://telemetr.io/en/channels/1464281158-geoshow', 'https://telemetr.io/en/channels/1152455706-mete0ra', 'https://telemetr.io/en/channels/1478222691', 'https://telemetr.io/en/channels/1942371998-rogerxaxaxa', 'https://telemetr.io/en/channels/1123885332-parslivres', 'https://telemetr.io/en/channels/1970700242-b8zzaJ-AxL81NTgy', 'https://telemetr.io/en/channels/2075893577-kL15bT-V8yw4ZDgy', 'https://telemetr.io/en/channels/1475096946-forkidsfuture', 'https://telemetr.io/en/channels/1658118535-losevlive', 'https://telemetr.io/en/channels/1377890818-region_61', 'https://telemetr.io/en/channels/1620872121-ariXUT5g26oxN2Q6', 'https://telemetr.io/en/channels/2080276403-cryptodiaryx', 'https://telemetr.io/en/channels/1405457386-nablydateli', 'https://telemetr.io/en/channels/2006330194-ton4btc', 'https://telemetr.io/en/channels/1594077173-jeHQvBFlNdA0ZDA0', 'https://telemetr.io/en/channels/1607782593-tkachuk_aliaksey', 'https://telemetr.io/en/channels/1594606318-lenina1977', 'https://telemetr.io/en/channels/2075709730-Pnjsm0UjkLY3ZGMy', 'https://telemetr.io/en/channels/1988832522', 'https://telemetr.io/en/channels/1924465672-dBfHQxNmt3kxODRi', 'https://telemetr.io/en/channels/1679983145-onastaasis', 'https://telemetr.io/en/channels/1497691084-e4KhI-0onLMzYTEy', 'https://telemetr.io/en/channels/1801404831-kinofromirm', 'https://telemetr.io/en/channels/1663099203-mz9w-1Erki9iMTUy', 'https://telemetr.io/en/channels/1570229294', 'https://telemetr.io/en/channels/1742476210-musica8daudi', 'https://telemetr.io/en/channels/1479053226-kuzma671games3', 'https://telemetr.io/en/channels/2074001001-raiskiycasino'}",44,120,120
22,"['pipette', 'wfh pipette', 'pipette fipawareness', 'playing', 'fipsupport blindcatsofinstagram', 'fipcats fipwarriors', 'game', 'blindcatsofinstagram gingercatsofinstagram', 'gingercatsofinstagram specialneedscat', 'specialneedscats fipandblind']",0,0,set(),117,9,"{'451626599', '270894642', '216823538', '62409315873', '11198256754', '3988156745', '14982644485', '58455088419', '31149514'}",0,0,set(),0,0,set(),0,0,set(),9,117,117
23,"['campaign donations', 'total donations', 'million donations', 'crore', 'donations financial', 'based donations', 'donation nearly', 'supporters contribute', 'india', 'donations']",0,0,set(),32,9,"{'31106924641', '6672372001', '12586824588', '42773412485', '34324366', '225193095', '18268291', '8554101042', '3195918348'}",6,6,"{'WapeEBqO8oA', 'XE8IS1ACJi8', 'LdDw9wmxK3E', 'jc0ZFpZpRN0', 'qODoZILsbas', 'nO1d675nIsU'}",78,16,"{'88701664', '72198806', '35900933', '101889708', '1171060303011962880', '19668491', '3063996411', '1131600862118338561', '1435935164811681796', '17924595', '1390045662', '29334354', '19444865', '2260491445', '1196503896073670656', '24335226'}",1,1,{'https://telemetr.io/en/channels/1361657579-casandooverbo'},32,117,117
28,"['charity palestine', 'gofundmedonations gofundmecampaign', 'gofundmedonations', 'donationsneeded', 'gofundme', 'support donations', 'donations charity', 'gaza', 'gofundmeplease', 'gofundme campaign']",6,2,"{'100080184491237', '100064493721816'}",90,9,"{'31106924641', '6672372001', '12586824588', '42773412485', '34324366', '225193095', '18268291', '8554101042', '3195918348'}",4,4,"{'g9k50a8ZfLQ', 'z2qe7xM9AA4', 'U4u6CROkvDc', '6JeVAm9G1i0'}",14,5,"{'1383921575615885314', '19397942', '1509592296', '1257039208277069824', '52406934'}",0,0,set(),20,114,114
52,"['crypto donations', 'online donations', 'cryptocurrency donations', 'crypto donation', 'donation campaigns', 'donations', 'fundraising efforts', 'donation', 'fundraising', 'make donation']",0,0,set(),24,20,"{'12586824588', '188530008', '3179360396', '31106924641', '3311889252', '25142358624', '1686365270', '45362928008', '42773412485', '197579536', '34324366', '8554101042', '3195918348', '56263569411', '46160568072', '6672372001', '225193095', '18268291', '8977038079', '5567130125'}",0,0,set(),87,37,"{'284845544', '1066644882964516865', '1049465747653582848', '1349430976917733377', '1525009211369082880', '1330601054862536706', '1429495042696269829', '435055396', '1393233232699789316', '74753359', '1410871509116063745', '1364818926694109185', '529334800', '1509592296', '989567996904357888', '1443642477043494915', '1390903724550156288', '2260491445', '16729099', '948303604393357312', '88701664', '902822790', '1445003279230963728', '1138686955544371200', '1304447544576167942', '571025499', '1215497253495816193', '911011433147654144', '1328435900527767554', '1466298729640591361', '18029079', '1355164945323683841', '159367435', '1435935164811681796', '17924595', '1390045662', '23478246'}",0,0,set(),57,111,111
34,"['exam', 'examination', 'physics', 'delhi', 'analysis', 'courses', 'application', 'hindi', 'education', 'analytics jun']",0,0,set(),10,10,"{'42773412485', '37421360', '3233035848', '62473909178', '3017824962', '426930934', '8554101042', '5850406045', '5349682054', '383088475'}",3,3,"{'Rp30IoCyzOU', 'UdzKVeVPht4', 'e0d-y_dnB30'}",0,0,set(),92,8,"{'https://telemetr.io/en/channels/1448828405-leaders_official', 'https://telemetr.io/en/channels/1755578273-vikasncertteam', 'https://telemetr.io/en/channels/1346991995-rbe_s', 'https://telemetr.io/en/channels/1850318892-audio_kitobxonam', 'https://telemetr.io/en/channels/1159080297-egurudigital', 'https://telemetr.io/en/channels/1661596376-rajasthan_patrika_epaperz', 'https://telemetr.io/en/channels/1321787949-gsbykrati', 'https://telemetr.io/en/channels/1186746035-gkparveenudan'}",21,105,105
35,"['furry friends', 'furry friend', 'week furry', 'happy furry', 'friends friday', 'friday feature', 'animal supporters', 'furry', 'friday week', 'week feature']",2,1,{'100064911631445'},96,12,"{'7545848711', '48311043260', '40138370214', '490660973', '5622413587', '64053909150', '527117560', '409347718', '7385649383', '3521287788', '4618303837', '5481419375'}",1,1,{'dok9nJy_JKo'},0,0,set(),1,1,{'https://telemetr.io/en/channels/1134669863-doctorfasil'},15,100,100
38,"['grey matters', 'firefighters agility', 'texas firefighters', 'follow grey', 'matters firefighters', 'firefighters north', 'grey', 'grey special', 'cancer fund', 'firefighters']",0,0,set(),0,0,set(),0,0,set(),98,1,{'1126977006'},1,1,{'https://telemetr.io/en/channels/1290946519-B6vuPq7yLCo2NDcy'},2,99,99
44,"['charityshop thrifted', 'charityshop bargain', 'charityshop', 'charityshop charityshopfinds', 'charity shop', 'charityshopfinds', 'clothes', 'clothing', 'thrift', 'support charity']",3,3,"{'100063896541211', '100057635223538', '100079067276688'}",87,8,"{'220258927', '13800157', '221350391', '199805942', '8554101042', '10723109', '311326714', '50758863013'}",0,0,set(),7,4,"{'459156257', '210821882', '17108205', '21642672'}",0,0,set(),15,97,97
25,"['felineinfectiousperitonitis', 'felinehealth', 'veterinarymedicine', 'cathealth', 'veterinary', 'vet', 'feline', 'cat', 'fiphope', 'diagnosis']",1,1,{'100044238107786'},90,9,"{'451626599', '270894642', '216823538', '62409315873', '11198256754', '3988156745', '14982644485', '58455088419', '31149514'}",0,0,set(),0,0,set(),4,2,"{'https://telemetr.io/en/channels/1134669863-doctorfasil', 'https://telemetr.io/en/channels/1615251793-tomlausen'}",12,95,95
55,"['ministries', 'john', 'ministry', 'donationsmakeadifference', 'com charity', 'makeadifference donation', 'minister', 'instagood donations', 'jesus', 'savinglives']",10,6,"{'100081967609416', '1051346150', '100093402830207', '100038066414007', '100067333493264', '100079067276688'}",53,17,"{'31106924641', '6672372001', '12586824588', '42773412485', '37421360', '34324366', '3233035848', '225193095', '18268291', '3017824962', '62473909178', '426930934', '8554101042', '5850406045', '3195918348', '5349682054', '383088475'}",22,22,"{'NttNnJGEF2U', 'qwgiGtSkdrU', 'EdpXbQ8YHrQ', '4mS3ROfyJ3s', 'es24Hq6W2KY', 'EInrzriU7a8', '8n2DxUXfPp0', 'FrZty2pHp6k', 'eQmHLrCiX1Y', 'Xjw3PBXh-2A', '_4g8rrXyadE', 'hgVYrpUs4qU', 'Gxnne-sm6rA', 'p9hNF4uf0GM', 'bJbN-tST-r0', '1ya49A_PFpg', 'mPG55qISRuE', '0dsp4Jjgn3c', 'oo3mH4f7c-M', 'kEqzHjumK4w', 'vLsn9fG6XZA', 'GciqSzifJsM'}",6,3,"{'926482707932241920', '2798759391', '907847521556471813'}",1,1,{'https://telemetr.io/en/channels/2012943229-fightposting'},49,92,92
26,"['personal tax', 'secure tax', 'taxrelief taxrelief2022', 'exemptions', 'tax relief', 'taxrelief2022', 'startup', 'taxdeduction', 'money taxrelief2022', 'enterprises']",0,0,set(),88,11,"{'56263569411', '46160568072', '1686365270', '45362928008', '197579536', '188530008', '3179360396', '3311889252', '8977038079', '5567130125', '25142358624'}",0,0,set(),1,1,{'3246140250'},0,0,set(),12,89,89
46,"['petcare catlovers', 'cathealth', 'veterinarymedicine', 'animalhealth pethealthtips', 'vet', 'catlovers fipawareness', 'pethealth petpodcast', 'podcast petcare', 'cathealth animalhealth', 'pethealthtips']",0,0,set(),81,9,"{'451626599', '270894642', '216823538', '62409315873', '11198256754', '3988156745', '14982644485', '58455088419', '31149514'}",0,0,set(),0,0,set(),1,1,{'https://telemetr.io/en/channels/1134669863-doctorfasil'},10,82,82
40,"['guardian australia', 'guardian news', 'australia guardian', 'guardian football', 'guardian sport', 'guardian today', 'subscribe guardian', 'sport guardian', 'theguardian twitter', 'theguardian']",37,16,"{'100093059950701', '100064531968877', '100064716844917', '100064919792869', '100083286553476', '100064823613261', '100082525506327', '100080405320074', '100070215741424', '100064628772149', '100009926535557', '100079867675649', '100084187426813', '100063798540705', '100084207713569', '100079460236815'}",9,4,"{'12586824588', '18268291', '3195918348', '42773412485'}",11,11,"{'6qkNwj5-uzg', 'OM0Jtm9j5gE', '_E-uU0al7LI', 'b-5TRQxtNuc', 'bm81x9kFAKU', 'DvisTT4SOY0', '9ovrV5lqVnM', 'Ep2WNO2XGAw', '5d3ujjMqbDs', 'TK7Y9z1_LzQ', 'AiV7FvXNxeE'}",24,15,"{'495532074', '19397942', '1442158490324140035', '88701664', '1049465747653582848', '1349430976917733377', '1304447544576167942', '1443642477043494915', '1163541022288334848', '1023928763002888193', '1435935164811681796', '435055396', '2260491445', '571025499', '1457917040983937031'}",0,0,set(),46,81,81
42,"['thrifting charityshop', 'charityshopbargains', 'vintage charityshop', 'clothes', 'thrift', 'charity shop', 'thrifting thriftstore', 'charityshop charityshopfinds', 'charityshop', 'charityshopfinds charityshop']",1,1,{'100090799433373'},72,8,"{'220258927', '42773412485', '13800157', '199805942', '221350391', '10723109', '311326714', '50758863013'}",0,0,set(),2,2,"{'1383921575615885314', '1509592296'}",0,0,set(),11,75,75
45,"['patriotpaws ntxgivingday', 'donate patriotpaws', 'donation patriotpaws', 'donated patriotpaws', 'patriot paws', 'ntxgivingday donation', 'donation patriot', 'donations northtexasgivingday', 'giving ntxgivingday', 'veterans day']",2,2,"{'100044238107786', '100089546671195'}",2,1,{'8554101042'},0,0,set(),71,10,"{'284845544', '54203535', '44159391', '1364818926694109185', '25573213', '210821882', '82359475', '1163541022288334848', '91416716', '2903285195'}",0,0,set(),13,75,75
61,"['donate patriotpaws', 'patriotpaws veterans', 'support patriotpaws', 'servicedogsforveterans patriotpaws', 'heroes donation', 'patriotpaws servicedogs', 'donate today', 'thank donated', 'veterans click', 'lives veterans']",3,2,"{'100079880086076', '100080405320074'}",1,1,{'8554101042'},0,0,set(),71,10,"{'83609765', '54203535', '44159391', '1509592296', '816282120767291392', '72198806', '1161107215', '1045542522', '926482707932241920', '2903285195'}",0,0,set(),13,75,75
36,"['pipette', 'pipette fipawareness', '9eyes8cats pipette', 'specialneedscats fipandblind', 'fipcats fipwarriors', 'fipcats', 'bed', 'gingercatsofinstagram specialneedscat', 'fipsupport blindcatsofinstagram', 'fiphope fipsupport']",0,0,set(),72,9,"{'451626599', '270894642', '216823538', '62409315873', '11198256754', '3988156745', '14982644485', '58455088419', '31149514'}",0,0,set(),0,0,set(),1,1,{'https://telemetr.io/en/channels/1134669863-doctorfasil'},10,73,73
53,"['charity shop', 'thriftshop', 'thriftstore', 'secondhandshop', 'charity charityshop', 'charityshop', 'thriftshopping', 'thriftstorefinds', 'charityshopfinds charityshop', 'bournemouth']",0,0,set(),68,11,"{'220258927', '12586824588', '42773412485', '18268291', '13800157', '199805942', '221350391', '3195918348', '10723109', '311326714', '50758863013'}",0,0,set(),1,1,{'41905308'},0,0,set(),12,69,69
41,"['irs', 'taxrelief2022', 'taxrelief', 'tax audit', 'taxes', 'tax', 'taxpayers', '877', 'jon', 'savemoney']",0,0,set(),66,11,"{'56263569411', '46160568072', '1686365270', '45362928008', '197579536', '188530008', '3179360396', '3311889252', '8977038079', '5567130125', '25142358624'}",1,1,{'dU3ZlFw6IEo'},0,0,set(),0,0,set(),12,67,67
56,"['donation vsf', 'donations', 'scholarship fund', 'donation', 'scholarship', 'making donation', 'scholarships', 'make donation', 'donated', 'donate today']",0,0,set(),2,2,"{'12586824588', '42773412485'}",3,3,"{'d2MJyg4mOPw', 'u7e3bAMFtd0', 'm9LH7MBxJJE'}",61,11,"{'74464632', '54203535', '44159391', '335921177', '50654477', '1304447544576167942', '2956363464', '1011989680622129153', '1161107215', '16729099', '926482707932241920'}",0,0,set(),16,66,66
54,"['grey donation', 'firefighters 2019', 'grey matters', 'firefighters agility', 'texas firefighters', 'challenge donate', 'grey', 'matters firefighters', 'firefighters', 'lion']",0,0,set(),38,8,"{'220258927', '42773412485', '13800157', '199805942', '221350391', '10723109', '311326714', '50758863013'}",0,0,set(),27,3,"{'1126977006', '17108205', '83609765'}",0,0,set(),11,65,65
47,"['pipette', '9eyes8cats pipette', 'today pipette', 'wfh pipette', 'pipette fipawareness', 'gingercatsofinstagram specialneedscat', 'diet', 'gingercatsofinstagram', 'blindcatsofinstagram gingercatsofinstagram', 'specialneedscats fipandblind']",0,0,set(),63,9,"{'451626599', '270894642', '216823538', '62409315873', '11198256754', '3988156745', '14982644485', '58455088419', '31149514'}",0,0,set(),0,0,set(),0,0,set(),9,63,63
58,"['women day', 'women', 'happy national', 'animalwellness animallovers', 'animalsupporters animalwellness', 'spca', 'animalwellness', 'speakupforthevoiceless', 'lives voiceless', 'wellness']",0,0,set(),34,28,"{'7545848711', '48311043260', '12586824588', '221350391', '311326714', '3521287788', '220258927', '31106924641', '40138370214', '490660973', '409347718', '13800157', '4618303837', '64053909150', '42773412485', '34324366', '199805942', '8554101042', '3195918348', '10723109', '50758863013', '6672372001', '5622413587', '527117560', '225193095', '7385649383', '18268291', '5481419375'}",4,4,"{'9H0ViPMutHc', '6HJ7Um_d0IE', 'giDX6ByhWO8', '03FL4z8GsZ8'}",24,7,"{'88701664', '41905308', '72198806', '1478304398', '2798759391', '907847521556471813', '1126977006'}",1,1,{'https://telemetr.io/en/channels/1134669863-doctorfasil'},40,63,63
